kernel.maxproc_avg,"vfs.fs.size[boot,pfree]_avg","system.cpu.util[,system]_avg",system.users.num_avg,"vfs.fs.size[boot,total]_avg","system.cpu.util[,user]_avg",proc.num[]_avg,net.if.in[eth1]_avg,agent.ping_avg,"system.cpu.util[,steal]_avg",system.boottime_avg,"vfs.fs.size[,used]_avg","system.cpu.util[,interrupt]_avg","system.cpu.load[percpu,avg1]_avg","system.cpu.util[,nice]_avg","system.swap.size[,total]_avg","vfs.fs.size[,free]_avg","system.swap.size[,pfree]_avg",vfs.file.cksum[etcpasswd]_avg,net.if.out[eth1]_avg,"system.cpu.util[,iowait]_avg",vm.memory.size[total]_avg,"vfs.fs.inode[boot,pfree]_avg","vfs.fs.inode[,pfree]_avg","icmppingloss[,{$PINGL},,,]_avg","icmppingsec[,{$PINGS},,,]_avg","proc.num[,,run]_avg","system.cpu.load[percpu,avg15]_avg",system.cpu.intr_avg,"vfs.fs.size[boot,used]_avg","vfs.fs.size[boot,free]_avg",vm.memory.size[available]_avg,"system.cpu.util[,idle]_avg","system.swap.size[,free]_avg",kernel.maxfiles_avg,"vfs.fs.size[,pfree]_avg",system.uptime_avg,system.cpu.switches_avg,"system.cpu.util[,softirq]_avg","icmpping[,{$PING},,,]_avg",system.localtime_avg,"system.cpu.load[percpu,avg5]_avg","vfs.fs.size[,total]_avg"
0.0,0.0,0.05559112249253095,0.0,0.0,0.002883078328385476,0.07692307692307665,0.0065988893068123985,0.0,0.0,0.0,0.13709606356858473,0.02803738317757009,0.004731264193792582,0.0,0.0,0.8628474971720834,0.9893272713261929,0.0,0.002924797141603659,0.017270288397048958,0.0,0.0,0.40004010427111325,0.0,0.17156051232900588,0.0,0.0007884569896712135,0.003963011889035667,0.0,0.0,0.7796373720884782,0.9949270228142271,0.9893272351675222,0.0,0.8628395557339701,0.0,0.0656324582338903,0.008695652173913042,0.0,0.0,0.004668970025212439,0.0
0.0,0.0,0.05054061744202587,0.0,0.0,0.0029557391683447884,0.0,0.005946191118879569,0.0,0.0,0.0,0.14406770578122519,0.01090342679127726,0.007853898561695685,0.0,0.0,0.8558822671634942,0.9911670648069659,0.0,0.0020987395705291123,0.0009501453163424994,0.0,0.0,0.37908562261880263,0.0,0.17164764311231162,0.0,0.0006307655917369708,0.005284015852047547,0.0,0.0,0.7858997216264434,0.9956851353266258,0.991165676631832,0.0,0.8558811722199806,0.0010683916046976272,0.05847255369928406,0.009836065573770487,0.0,0.0010683912876174873,0.007190213838827155,0.0
0.0,0.0,0.050469483568075124,0.0,0.0,0.001961842678901371,0.0,0.00669292209659933,0.0,0.0,0.0,0.15098063598239264,0.02414330218068536,0.011165783497350493,0.0,0.0,0.8489669440839123,0.9916583185636121,0.0,0.003185657427206147,0.04840152023250616,0.0,0.0,0.3581311409665062,0.0,0.1616276030321513,0.0,0.0013403768824410628,0.007926023778071334,0.0,0.0,0.7917849044359366,0.9944995512729675,0.991656745688946,0.0,0.8489227887060053,0.0021364864339492584,0.05727923627684972,0.008267997148966498,0.0,0.0021367825752349745,0.010178354654963116,0.0
0.0,0.0,0.04588134869825011,0.0,0.0,0.0014168863792065473,0.07692307692307665,0.006034692568090798,0.0,0.0,0.0,0.15796007297005588,0.01713395638629283,0.00028387585162755434,0.0,0.0,0.8419793572331713,0.9919087616552371,0.0,0.0019103404753717593,0.00670690811535882,0.0,0.0,0.3370763986364551,0.0,0.23926113095756735,0.0,0.00039422849483560673,0.00660501981505944,0.0,0.0,0.8051105413626525,0.9972084455150911,0.9919108503815952,0.0,0.8419644051920159,0.0032048780386468856,0.05727923627684972,0.006699928724162505,0.0,0.0032051738628524618,0.0014006910075637308,0.0
0.0,0.0,0.048975672215108845,0.0,0.0,0.003417654508086121,0.0,0.0062006327853618565,0.0,0.0,0.0,0.1645809579187798,0.02180685358255452,0.008232399697199091,0.0,0.0,0.835348901137607,0.9923325884256773,0.0,0.006875908235148422,0.0021797451374916165,0.0,0.0,0.3170242630840221,0.0,0.27925416049490287,0.0,0.0006307655917369708,0.005284015852047547,0.0,0.0,0.8082664105095414,0.9947853195408816,0.9923357932903318,0.0,0.835273651813182,0.004273269643344291,0.0632458233890214,0.008695652173913042,0.0,0.004273565150469949,0.006256419833784668,0.0
0.0,0.0,0.058863280694266606,0.0,0.0,0.00661992152629285,0.07692307692307665,0.007456247096046198,0.0,0.0,0.0,0.17181762248218035,0.015576323987538943,0.0115442846328539,0.0,0.0,0.8281071194282532,0.992939431301533,0.0,0.007651901711006333,0.004527162977867204,0.0,0.0,0.29566873872067845,0.0,0.21643286573146298,0.0,0.0010249940865725774,0.007926023778071334,0.0,0.0,0.7874697447281913,0.9916418685938311,0.9929355433294553,0.0,0.8280476381640511,0.005341661248041696,0.06801909307875897,0.009123307198859586,0.0,0.005341956438087436,0.008777663647399382,0.0
0.0,0.0,0.04460093896713618,0.0,0.0,0.0020007681288795737,0.0,0.005487089851096312,0.0,0.0,0.0,0.17883084190299314,0.02180685358255452,0.0,0.0,0.0,0.8210956223308017,0.9932476689527636,0.0,0.0009406779995968576,0.0,0.0,0.0,0.2746139963906131,0.0,0.2577328570183846,0.0,0.0001576913979342427,0.0026420079260237733,0.0,0.0,0.7933408146748717,0.9973170846913226,0.9932459796972317,0.0,0.8210892546500759,0.006410052852739323,0.06921241050119331,0.008267997148966498,0.0,0.006410347725761767,0.0,0.0
0.0,0.0,0.04773082942097023,0.0,0.0,0.002986879528327352,0.0,0.0063444476403301114,0.0,0.0,0.0,0.18571103252665466,0.013239875389408101,0.015423921271763816,0.0,0.0,0.814213567998948,0.9934403174847812,0.0,0.003997222760191668,0.0005030181086519113,0.0,0.0,0.25386003609384034,0.0,0.19151346170602074,0.0,0.000946148387605456,0.005284015852047547,0.0,0.0,0.7893489416292496,0.9957630721269659,0.9934361019036899,0.0,0.8141308711360864,0.007478444457436728,0.07159904534606198,0.0071275837491090455,0.0,0.007478739013379254,0.009711457652441871,0.0
0.0,0.0,0.05171432636221368,0.0,0.0,0.0027429467084639572,0.07692307692307665,0.0062006327853618565,0.0,0.0,0.0,0.19260473460115435,0.02180685358255452,0.022520817562452687,0.0,0.0,0.8073190331274986,0.9935848038837936,0.0,0.002015738570564689,0.0006147999105745585,0.0,0.0,0.23300581511931284,0.0,0.23908686939095586,0.0,0.0017346053772766697,0.005284015852047547,0.0,0.0,0.7903119518972499,0.9959118605639787,0.9935784625991158,0.0,0.8073063026896818,0.008546836062134133,0.07398568019093088,0.005131860299358516,0.0,0.008547130300996741,0.01811560369782426,0.0
0.0,0.0,0.044778773652013104,0.0,0.0,0.0010795324793954689,0.07692307692307665,0.0063610416620572124,0.0,0.0,0.0,0.1996075559138859,0.015576323987538943,0.00974640423921272,0.0,0.0,0.8003116936716594,0.9937003930030066,0.0,0.002636269856013028,0.00033534540576794086,0.0,0.0,0.21185081211149281,0.0,0.18567569922453608,0.0,0.0010249940865725774,0.003963011889035667,0.0,0.0,0.7880303598811338,0.9981956449860658,0.9936984762889551,0.0,0.8003479191756924,0.00961522766683176,0.059665871121718395,0.005131860299358516,0.0,0.009615521588614229,0.006443178634793166,0.0
0.0,0.0,0.05192772798406603,0.0,0.0,0.003028400008304101,0.07692307692307665,0.006482731154722657,0.0,0.0,0.0,0.20662805248794314,0.019470404984423678,0.010881907645722937,0.0,0.0,0.7932950033295327,0.9938545118286211,0.0,0.0033371671890459823,0.0005030181086519113,0.0,0.0,0.19059554842591808,0.0,0.18863814585693128,0.0,0.0010249940865725774,0.005284015852047547,0.0,0.0,0.787278810786161,0.9953544943554862,0.9938546138258726,0.0,0.7932557205941322,0.010683619271529166,0.06801909307875897,0.007555238774055593,0.0,0.010683912876231716,0.00980483705294612,0.0
0.0,0.0,0.054595248257220064,0.0,0.0,0.004886441487263596,0.07692307692307665,0.007406465030864881,0.0,0.0,0.0,0.21367838082305468,0.02803738317757009,0.004920514761544283,0.0,0.0,0.7862287411064699,0.9939026739616246,0.0,0.003221229284333764,0.0601945003353454,0.0,0.0,0.16924002406256022,0.0,0.17678835932735043,0.0,0.0007096112907040921,0.009247027741083214,0.0,0.0,0.9285998480345976,0.9910892258277832,0.9939032274202013,0.0,0.786163522012572,0.01175201087622657,0.06443914081145596,0.012259444048467565,0.0,0.011753491265267257,0.0047623494257166875,0.0
0.0,0.0,0.042111253378859015,0.0,0.0,0.0009419958894724828,0.07692307692307665,0.005990441843485184,0.0,0.0,0.0,0.22056614547126685,0.013239875389408101,0.009462528387585163,0.0,0.0,0.7793728585956359,0.9939315712414274,0.0,0.0023543299513719557,0.002794545048066175,0.0,0.0,0.14858632444354214,0.0,0.1494292933693474,0.0,0.0006307655917369708,0.003963011889035667,0.0,0.0,0.9969014310806206,0.9978602805724814,0.9939339069034858,0.0,0.7793389535661674,0.012820402480924198,0.0632458233890214,0.009123307198859586,0.0,0.01282069545146669,0.009337940050424876,0.0
0.0,0.0,0.040937544458671205,0.0,0.0,0.0,0.07692307692307665,0.006521450538752568,0.0,0.0,0.0,0.22749154426764306,0.013239875389408101,0.0014193792581377734,0.0,0.0,0.7724149006525494,0.9939701009478306,0.0,0.002161978427644866,0.0006147999105745585,0.0,0.0,0.12763184279124573,0.0,0.1474252853533154,0.0,0.000236537096901364,0.005284015852047547,0.0,0.0,1.0,0.999171035850928,0.9939675821322531,0.0,0.772380570052178,0.013888794085621603,0.06085918854415273,0.007555238774055593,0.0,0.013889086739084178,0.0018675880100849753,0.0
0.0,0.0,0.044778773652013104,0.0,0.0,0.001640058959081571,0.07692307692307665,0.006986083147111528,0.0,0.0,0.0,0.23447462744400838,0.02180685358255452,0.005961392884178653,0.0,0.0,0.7654319968596894,0.993989365801033,0.0,0.004583499664702312,0.0009501453163424994,0.0,0.0,0.10667736113896353,0.0,0.15814237169992162,0.0,0.000946148387605456,0.005284015852047547,0.0,0.0,0.9905834913957265,0.9972863823154312,0.9939917678438963,0.0,0.7654221865382027,0.014957185690319008,0.0632458233890214,0.006699928724162505,0.0,0.014957478026758508,0.005602764030254926,0.0
0.0,0.0,0.04744629392516719,0.0,0.0,0.001284539849280661,0.07692307692307665,0.007461778436621901,0.0,0.0,0.0,0.241839129362603,0.013239875389408101,0.005393641180923543,0.0,0.0,0.7580815758223167,0.994027895507438,0.0,0.004604579283740896,0.04074446680080483,0.0,0.0,0.08482053338680373,0.0,0.15761958700008716,0.0,0.00039422849483560673,0.005284015852047547,0.0,0.0,0.9880761154987172,0.9954725804166076,0.9940309547061883,0.0,0.7580623578214869,0.016025577295016635,0.0632458233890214,0.008695652173913042,0.0,0.016025869314375996,0.003921934821178448,0.0
0.0,0.0,0.04655712050078248,0.0,0.0,0.0017879756689987356,0.07692307692307665,0.006366573002632915,0.0,0.0,0.0,0.24518152736972354,0.019470404984423678,0.019114307342922028,0.0,0.0,0.7547239756191573,0.9941145873468447,0.0,0.002928749570173396,0.0049742901855577915,0.0,0.0,0.0636655303789837,0.0,0.16964363509627955,0.0,0.0026019080659150044,0.003963011889035667,0.0,0.0,0.9890538806927518,0.99676916536772,0.9941087185185218,0.0,0.7547169811320771,0.01709396889971404,0.06921241050119331,0.007840342124019954,0.0,0.017094260601993483,0.017648706695303017,0.0
0.0,0.0,0.043284962299046825,0.0,0.0,0.0024834437086092773,0.07692307692307665,0.0071907427484125055,0.0,0.0,0.0,0.25149945133613727,0.015576323987538943,0.008516275548826644,0.0,0.0,0.7484147772939451,0.9941338522000471,0.0,0.008364656329748484,0.000782472613458529,0.0,0.0,0.042109484660102225,0.0,0.16380587261479485,0.0,0.0007884569896712135,0.005284015852047547,0.0,0.0,0.9841727594812382,0.9964786736573612,0.9941301506557263,0.0,0.7484276729559696,0.018162360504411446,0.06921241050119331,0.007840342124019954,0.0,0.01816265188961097,0.005322625828742179,0.0
0.0,0.0,0.046059183383127034,0.0,0.0,0.0017672154290103645,0.07692307692307665,0.005503683872823413,0.0,0.0,0.0,0.25855216225384936,0.015576323987538943,0.006813020439061315,0.0,0.0,0.7413554520883139,0.9941531170532496,0.0,0.0018694987134845048,0.0005030181086519113,0.0,0.0,0.02095448165229641,0.0,0.2325520606430252,0.0,0.0005519198927698495,0.003963011889035667,0.0,0.0,0.9785199910299072,0.9972273392848705,0.9941531120582141,0.0,0.7413354743744094,0.019230752109109073,0.07756563245823389,0.005131860299358516,0.0,0.019230746401888155,0.006443178634793166,0.0
0.0,0.0,0.04257362355953903,0.0,0.0,0.00025690796985613357,0.07692307692307665,0.005747062858154302,0.0,0.0,0.0,0.26551186110514635,0.019470404984423678,0.0028387585162755486,0.0,0.0,0.7344011416000598,0.9941820143330506,0.0,0.0018536889992055647,0.0,0.0,0.0,0.0,0.0,0.15230460921843691,0.0,0.00039422849483560673,0.0026420079260237733,0.0,0.0,0.9809260211624038,0.9984459874356433,0.994176378416828,0.0,0.7343770908604341,0.020298846938360704,0.07159904534606198,0.008267997148966498,0.0,0.020299434464845945,0.0029881408161359603,0.0
0.0,0.0,0.07988334044672074,0.0,0.0,0.0036460171479582373,0.07692307692307665,0.006267008872270281,0.0,0.0,0.0,0.15872032234561573,0.08489096573208724,0.010124905374716123,0.6085672082717873,0.0,0.8405035543647728,0.9941820143330506,0.0,0.005933912759361656,0.26134585289514867,0.0,0.0,0.2951674353318623,0.0,0.23246492985971945,0.0,0.0021288338721122766,0.021136063408190214,0.0,0.0,0.8135454355255773,0.9809763355533514,0.9941821950064824,0.0,0.840626254516252,0.02136723854305811,0.07875894988066823,0.0277975766215253,0.0,0.02136752897712313,0.00840414604538239,0.0
0.0,0.0,0.04815763266467493,0.0,0.0,0.0015803732691149902,0.0,0.007738345465406991,0.0,0.0,0.0,0.14478066888487007,0.02180685358255452,0.013436790310370931,0.0,0.0,0.8551477428612912,0.9942012791862531,0.0,0.002771969903573923,0.001229599821149117,0.0,0.0,0.33537196711449724,0.0,0.20170776335279256,0.0,0.0013403768824410628,0.003963011889035667,0.0,0.0,0.7832657684463198,0.9968258466770581,0.994200564128473,0.0,0.8550782818145279,0.022435630147755736,0.06682577565632464,0.009836065573770487,0.0,0.022435920264740616,0.008124007843869643,0.0
0.0,0.0,0.05061175131597667,0.0,0.0,0.003594116547987296,0.0,0.007882160320375246,0.0,0.0,0.0,0.1116637907702156,0.01713395638629283,0.012017411052233157,0.0,0.0,0.8878004819361536,0.9949140787547197,0.0,0.0029103049035146336,0.014475743348982786,0.0,0.0,0.4789452576699489,0.0,0.19055502308965755,0.0,0.0011826854845068202,0.00660501981505944,0.0,0.0,0.8009929429421905,0.9944405082424068,0.9949154306208108,0.0,0.8877291583032161,0.023504318527898915,0.06801909307875897,0.006272273699215961,0.0,0.023504311552358104,0.00980483705294612,0.0
0.0,0.0,0.05249679897567222,0.0,0.0,0.00675226805621873,0.07692307692307665,0.010730800716861735,0.0,0.0,0.0,0.0,0.02180685358255452,0.004447388342165027,0.0,0.0,1.0,0.9950200354473306,0.0,0.013761038803626217,0.004359490274983232,0.0,0.0,0.9525766994184863,0.0,0.15457000958438621,0.0,0.0007884569896712135,0.007926023778071334,0.0,0.0,0.8001447492382938,0.992492088233905,0.9950207436314784,0.0,1.0,0.024572413357150547,0.06921241050119331,0.012972202423378473,0.0,0.024572702840032434,0.005602764030254926,0.0
0.0,0.0,0.054097311139564674,0.0,0.0,0.0037576034378957457,0.07692307692307665,0.00859570325464079,0.0,0.0,0.0,0.007605097088642765,0.02180685358255452,0.006434519303557909,0.0,0.0,0.9923771849034893,0.9949140787547197,0.0,0.002158025999075136,0.001229599821149117,0.0,0.0,0.9307198716663265,0.0,0.1980482704539514,0.0,0.0005519198927698495,0.00660501981505944,0.0,0.0,0.8064410936748316,0.9946554248736481,0.9949114482525658,0.0,0.9923725411481286,0.025640804961848174,0.07756563245823389,0.009408410548823944,0.0,0.02564109412764992,0.005135867027733683,0.0
0.0,0.0,0.04677052212263483,0.0,0.0,0.0018839917789449656,0.07692307692307665,0.006820142929840477,0.0,0.0,0.0,0.014681199943503032,0.015576323987538943,0.0007570022710068122,0.0,0.0,0.9852991503105528,0.9949333436079222,0.0,0.0020842473324400868,0.0006147999105745585,0.0,0.0,0.9092640866252282,0.0,0.21347041909906767,0.0,0.0001576913979342427,0.003963011889035667,0.0,0.0,0.7999196042886065,0.9969557413442915,0.994932265992869,0.0,0.9852803425665684,0.026709493341991353,0.07995226730310256,0.008267997148966498,0.0,0.02670948541526741,0.0008404146045382392,0.0
0.0,0.0,0.05708493384549723,0.0,0.0,0.005968568996657604,0.07692307692307665,0.00870633006615483,0.0,0.0,0.0,0.021768203304056044,0.015576323987538943,0.012490537471612415,0.0,0.0,0.9782221589353668,0.9949140787547197,0.0,0.012664898613619809,0.002012072434607646,0.0,0.0,0.8879085622618845,0.0,0.14629258517034072,0.0,0.0006307655917369708,0.009247027741083214,0.0,0.0,0.7499886683671424,0.9928132823201548,0.9949148162239076,0.0,0.9781881439850082,0.027777588171242984,0.07637231503579955,0.010691375623663575,0.0,0.027777876702884896,0.007657110841348398,0.0
0.0,0.0,0.04815763266467493,0.0,0.0,0.004889036517262142,0.23076923076922995,0.007732814124831289,0.0,0.0,0.0,0.02850549225633614,0.015576323987538943,0.019114307342922028,0.0,0.0,0.971471100773698,0.9945191492640841,0.0,0.007040592758887368,0.0049742901855577915,0.0,0.0,0.8674553839983901,0.0,0.12869216694258084,0.0,0.0019711424741780336,0.005284015852047547,0.0,0.0,0.745526191168217,0.9939445467856971,0.9945201850572438,0.0,0.9713635755386036,0.028846276551386385,0.07756563245823389,0.007555238774055593,0.0,0.028846267990502383,0.012326080866560837,0.0
0.0,0.0,0.05438184663536777,0.0,0.0,0.005965973966659058,0.23076923076922995,0.006731641480629241,0.0,0.0,0.0,0.035112858142127834,0.01713395638629283,0.01939818319454958,0.0,0.0,0.964873905811146,0.9944228249980736,0.0,0.010251282233701836,0.00033534540576794086,0.0,0.0,0.847503509123726,0.0,0.12607824344340857,0.0,0.0013403768824410628,0.005284015852047547,0.0,0.0,0.7503790866541054,0.9931628170610738,0.9944255858728539,0.0,0.9648066372273405,0.029914371380638016,0.08830548926014314,0.006272273699215961,0.0,0.02991465927811987,0.01606125688673079,0.0
0.0,0.0,0.05150092474036139,0.0,0.0,0.004388195727542614,0.23076923076922995,0.008590171914065088,0.0,0.0,0.0,0.04173789928925231,0.015576323987538943,0.0017032551097653278,0.0,0.0,0.9582398098754652,0.9944613547044767,0.0,0.009057648805641964,0.001564945226917058,0.0,0.0,0.8275516342490334,0.0,0.29615753245621684,0.0,0.0001576913979342427,0.00660501981505944,0.0,0.0,0.7309012187299553,0.9939232912946956,0.9944644677790198,0.0,0.9582496989160916,0.03098276298533542,0.08591885441527447,0.006699928724162505,0.0,0.030983050565737358,0.003174899617144458,0.0
0.0,0.0,0.07202304737516008,0.0,0.0,0.02309057692706927,0.23076923076922995,0.018773369913932345,0.0,0.0,0.0,0.04944849226367154,0.019470404984423678,0.013909916729750189,0.0,0.0,0.9505182241387615,0.9945480465438852,0.0,0.05312459240580374,0.0032975631567180863,0.0,0.0,0.8031882895528355,0.0,0.16136621068223406,0.0,0.000946148387605456,0.019815059445178335,0.0,0.0,0.7141731854353752,0.9758088895186812,0.9945465144310734,0.0,0.9504884249966494,0.03205115459003305,0.08472553699284013,0.01696364932287954,0.0,0.032051441853354845,0.009991595853954618,0.0
0.0,0.0,0.07554417413572345,0.0,0.0,0.022112250617617138,0.23076923076922995,0.011566033143792724,0.0,0.0,0.0,0.05885106903969728,0.02180685358255452,0.01703255109765329,0.0,0.0,0.9411212154324602,0.9948755490483165,0.0,0.0531417195962726,0.001564945226917058,0.0,0.0,0.7772207740124344,0.0,0.21042084168336678,0.0,0.0013403768824410628,0.017173051519154547,0.0,0.0,0.6938982257757378,0.9764843417882951,0.9948719564341459,0.0,0.9411213702662877,0.033119546194730454,0.09785202863961806,0.014682822523164649,0.0,0.033119833141029176,0.01204594266504809,0.0
0.0,0.0,0.07284108692559393,0.0,0.0,0.021388237248022593,0.23076923076922995,0.010752926079164546,0.0,0.0,0.0,0.06629507918593447,0.01713395638629283,0.01684330052990159,0.0,0.0,0.9336559109899127,0.9949044463281194,0.0,0.04770713031288742,0.0011178180192264698,0.0,0.0,0.7504511730499246,0.0,0.20074932473642942,0.0,0.001813451076243791,0.017173051519154547,0.0,0.0,0.6886621751473301,0.977573095271834,0.9948992006763557,0.0,0.9336277264820012,0.03418793779942786,0.10620525059665864,0.014967925873129007,0.0,0.03418822442864666,0.012512839667569334,0.0
