Mem_used,"10606_system.cpu.load[percpu,avg1].csv_avg",10606_net.if.out[ens160].csv_avg,10606_net.if.in[ens160].csv_avg,"10606_icmpping[,{$PING},,,].csv_avg","10606_icmppingloss[,{$PINGL},,,].csv_avg","10606_vfs.fs.size[,free].csv_avg",AnomalyScore_IF,Prediction_IF
0.0691357100439638,0.02144469525959368,0.0011250790912290635,0.05323232641659049,0.0,0.0,0.7341690698037198,0.07715038474766622,1
0.10305922956208757,0.028216704288939055,0.00040283121168780203,0.005448844636392076,0.0,0.0,0.7342263469620889,0.1334389666647987,1
0.07593044765122459,0.033860045146726865,0.0009134909800395108,0.005536142547789544,0.0,0.0,0.734252651820249,0.127581049795777,1
0.06447666144124042,0.02708803611738149,0.0007446273913016936,0.006239375722935828,0.0,0.0,0.7342040725116092,0.12965404510773104,1
0.06306736275433167,0.04627539503386005,0.0007141098752647401,0.0056695143568690105,0.0,0.0,0.7340994901133371,0.10411436198494767,1
0.06983606087824068,0.010158013544018058,0.00022989862081172503,0.0053906460287937615,0.0,0.0,0.734073185255177,0.12603305268643888,1
0.10267656952207371,0.05191873589164786,0.0003723136956508477,0.006239375722935828,0.0,0.0,0.734044546675996,0.10951430117098537,1
0.0680632101355414,0.0417607223476298,0.00038248620099649855,0.005470669114241444,0.0,0.0,0.7340320297275369,0.12470698691875898,1
0.07418172244436327,0.03724604966139955,0.0002136226122586831,0.005424595216559445,0.0,0.0,0.7339690254748277,0.13964088777069222,1
0.0749537325932117,0.02595936794582393,0.0005940743121860513,0.01874480153062338,0.0,0.0,0.7338565904626648,0.09261641583007824,1
0.0754966708667495,0.018058690744920995,0.00042724522451736534,0.005659814588935962,0.0,0.0,0.7339397498612783,0.139297099731526,1
0.07569086481004605,0.023702031602708805,0.00023803662508824642,0.005380946260860709,0.0,0.0,0.7337916782143381,0.14062651490139788,1
0.07424167763748724,0.013544018058690745,0.0009399394939382036,0.01904791927853126,0.0,0.0,0.733672245146586,0.07226395338074659,1
0.08411370344396607,0.045146726862302484,0.0002502436315030285,0.005562816909605438,0.0,0.0,0.7337150973608786,0.12491426033916714,1
0.08524974151124143,0.0327313769751693,0.0008260074340669075,0.007337874441353989,0.0,0.0,0.7338394091796445,0.12442386717877824,1
0.06515049692952957,0.007900677200902935,0.00028076114753998287,0.00658856736852571,0.0,0.0,0.7337882848410189,0.12061066255653968,1
0.08250065157316477,0.0022573363431151244,0.000374348196719978,0.0055046183020071235,0.0,0.0,0.7335846327223692,0.10175461668294522,1
0.06774026385834375,0.029345372460496615,0.0007507308945090847,0.005950807626927526,0.0,0.0,0.7336423324986612,0.12765966458816752,1
0.09380992249943665,0.05191873589164786,0.0006449368389143091,0.008303001350692684,0.0,0.0,0.7335330826583402,0.08740435987471695,1
0.07790227195751909,0.045146726862302484,0.0006103503207390941,0.005713163312567746,0.0,0.0,0.7333455521704195,0.12059861508651953,1
0.1166835757106428,0.07562076749435667,0.0007039373699190884,0.005713163312567746,0.0,0.0,0.7332316348880425,0.04460447870380313,1
0.07805347381106253,0.016930022573363433,0.0008687319565186431,0.018977595961016634,0.0,0.0,0.7331327795841105,0.07689350116928556,1
0.09433279756449053,0.0056433408577878106,0.00034586518175215315,0.0055312926638230175,0.0,0.0,0.73320936043757,0.11286684141272119,1
0.12352895419972931,0.044018058690744925,0.00048421125445301423,0.005550692199689122,0.0,0.0,0.7332165729096047,0.12898382014168924,1
0.07873590981669665,0.03611738148984199,0.000368244693512587,0.006394572009864666,0.0,0.0,0.7333054594025512,0.1342817755788519,1
0.06750378812025826,0.028216704288939055,0.0003804516999273682,0.005397920854743551,0.0,0.0,0.7333056707115162,0.1264595121698594,1
0.09656976483368895,0.019187358916478554,0.00029296815395476496,0.005395495912760288,0.0,0.0,0.7333194586212173,0.1348248333015309,1
0.09111768415038135,0.011286681715575621,0.0004130037170334538,0.006464895327379292,0.0,0.0,0.7332823366087453,0.13069164405901051,1
0.07747805091464999,0.03047404063205418,0.0004455557341395385,0.005628290343153541,0.0,0.0,0.7331109277515537,0.1396582840768062,1
0.09164509740542526,0.007900677200902935,0.0005900053100477906,0.005589491271421332,0.0,0.0,0.7330799554513447,0.12686160428839577,1
0.08233583514965037,0.033860045146726865,0.0003641756913743263,0.006535218644893922,0.0,0.0,0.7329838564863564,0.13878950654884192,1
0.08087565764959814,0.059819413092550795,0.000793455416960822,0.005623440459187015,0.0,0.0,0.7329004888862727,0.08250151124756466,1
0.061763401160449316,0.0,0.000626626329292136,0.005628290343153541,0.0,0.0,0.7329208522336472,0.07039010291683667,1
0.0730275281181374,0.007900677200902935,0.0009094219779012501,0.01912551742199568,0.0,0.0,0.7330175882330039,0.06456054688547325,1
0.07182126182318793,0.01580135440180587,0.000425210723448235,0.005785911572065639,0.0,0.0,0.733039436958073,0.1378574221498542,1
0.07090545718256092,0.05417607223476298,0.0002543126336412892,0.0054803688821744925,0.0,0.0,0.7328306947794516,0.1007885779265873,1
0.07417431508259842,0.016930022573363433,0.0004455557341395385,0.00635092305416593,0.0,0.0,0.7328402409725143,0.14363386248396848,1
0.062325447418209556,0.016930022573363433,0.00018513959729085823,0.005380946260860709,0.0,0.0,0.7328463937922578,0.1243734034841465,1
0.07615617449212486,0.024830699774266368,0.0003723136956508477,0.005477943940191233,0.0,0.0,0.7328077832946036,0.13927890687459943,1
0.0727908144487337,0.024830699774266368,0.0006469713399834395,0.019190990855543783,0.0,0.0,0.7328606043198889,0.09718735498239772,1
0.08504694705060034,0.03611738148984199,0.00020345010691303136,0.005538567489772807,0.0,0.0,0.7328283610584236,0.14012916860695263,1
0.06357399200895797,0.03611738148984199,0.000368244693512587,0.0056573896469526985,0.0,0.0,0.7327392632565122,0.13103987063510797,1
0.0892473760400665,0.024830699774266368,0.0005330392801121417,0.015684524747745412,0.0,0.0,0.7327761739600263,0.11223726642855508,1
0.071901521655104,0.045146726862302484,0.00028483014967824356,0.005514318069940176,0.0,0.0,0.7326410418794609,0.1259940659299963,1
0.06318297288190777,0.022573363431151242,0.0014444957590825213,0.005596766097371121,0.0,0.0,0.732482153078216,0.10430149351429624,1
0.07245640548039667,0.03611738148984199,0.0010762510655699352,0.053523319454582045,0.0,0.0,0.7322572861613708,0.08381469306246597,1
0.09847207820525306,0.03724604966139955,0.0003356926764065014,0.005494918534074071,0.0,0.0,0.7322311926121756,0.13281446939376967,1
0.08860220427760579,0.012415349887133184,0.00052286677476649,0.005570091735555227,0.0,0.0,0.7321925852220019,0.13542855586140168,1
0.09977245683340685,0.020316027088036117,0.0010559060548786317,0.05276673755580397,0.0,0.0,0.7320449361929917,0.08276206783094359,1
0.08959038552574805,0.009029345372460498,0.0010050435281503747,0.005560391967622175,0.0,0.0,0.7321760378658695,0.11815645170412392,1
0.09114921354899463,0.05417607223476298,0.000396727708480411,0.005477943940191233,0.0,0.0,0.7319989019143378,0.10584647300043831,1
0.10191626349467287,0.02595936794582393,0.001155596607266017,0.05288555971298387,0.0,0.0,0.7318998353014408,0.07648439116911965,1
0.0828737558715722,0.0,0.0005269357769047507,0.0056937637767016415,0.0,0.0,0.7317441254570625,0.08290619733171828,1
0.08275336962268787,0.024830699774266368,0.0004333487277247564,0.00564283999505312,0.0,0.0,0.7316864225732829,0.1476934974103662,1
0.08154041675790724,0.018058690744920995,0.00021972611546607415,0.006329098576316562,0.0,0.0,0.7316223959580981,0.15226154999956387,1
0.0903241762071616,0.020316027088036117,0.0007832829116151702,0.005601615981337647,0.0,0.0,0.7315845965139616,0.1375353415701373,1
0.08278624963142978,0.007900677200902935,0.004718007979313193,0.012929790654758584,0.0,0.0,0.7311075012773145,0.035504575550643014,1
0.09647899403590543,0.022573363431151242,0.0008056624233756041,0.01909399317621326,0.0,0.0,0.7304435094796347,0.08903853652909466,1
0.08226727943918188,0.0417607223476298,0.0004333487277247564,0.005715588254551009,0.0,0.0,0.7304683289600931,0.1379445743563099,1
0.08723757019765532,0.053047404063205426,0.00023193312188085537,0.005456119462341865,0.0,0.0,0.7304502993337465,0.10927502577205506,1
0.10513711175334173,0.034988713318284424,0.0006286608303612664,0.015330483218189004,0.0,0.0,0.7303826245315008,0.09787098951943796,1
0.07276501639568966,0.055304740406320545,0.0003438306806830228,0.0062805997366513,0.0,0.0,0.7303720186861469,0.10637590206073277,1
0.08276363915824803,0.03160270880361174,0.00038248620099649855,0.005456119462341865,0.0,0.0,0.7357745269247573,0.13632575240972744,1
0.08416362353385809,0.045146726862302484,0.00046183174269258127,0.00635092305416593,0.0,0.0,0.7388344018719906,0.12596511012127298,1
0.09783574489145463,0.01580135440180587,0.00024007112615737677,0.005543417373739333,0.0,0.0,0.7388562505970597,0.1352900108369084,1
0.09403803915048581,0.012415349887133184,0.000891111468279077,0.006605541962408548,0.0,0.0,0.7388848891762478,0.10902591768877357,1
0.08279732043569243,0.024830699774266368,0.0006245918282230057,0.019127942363978943,0.0,0.0,0.7388946466782684,0.094025427164589,1
0.08622693593088027,0.03160270880361174,0.00030517516036954705,0.005567666793571964,0.0,0.0,0.7387327871216272,0.13613490803470935,1
0.08072851462441877,0.014672686230248307,0.0006184883250156146,0.0054682441722581805,0.0,0.0,0.7386759356886614,0.12881277794960871,1
0.08307344672811068,0.020316027088036117,0.00043131422665562604,0.007592493349596611,0.0,0.0,0.7384858601707549,0.12967282790555879,1
0.09452723293809484,0.045146726862302484,0.00046996974696910266,0.005460969346308391,0.0,0.0,0.7384548878705459,0.11680408459459507,1
0.11366576334292322,0.08126410835214447,0.0010823545687773262,0.0065764426586093945,0.0,0.0,0.7383886984459949,0.03851963651684931,1
0.10569605440699892,0.03837471783295711,0.0003438306806830228,0.006299999272517405,0.0,0.0,0.7382839047387577,0.1345738180669614,1
0.11802432218607262,0.009029345372460498,0.00022379511760433485,0.005371246492927657,0.0,0.0,0.7383997300167522,0.12205043687186612,1
0.08624771643230789,0.034988713318284424,0.0003194166678534595,0.005429445100525971,0.0,0.0,0.7383725768152658,0.1300285016140995,1
0.09252937264743899,0.011286681715575621,0.0006469713399834395,0.006399421893831192,0.0,0.0,0.7383206041333139,0.13173447665021149,1
0.09377552742803852,0.016930022573363433,0.0009053529757629894,0.005681639066785326,0.0,0.0,0.7382321433657708,0.11856829704844118,1
0.10203498072534156,0.022573363431151242,0.0006184883250156146,0.005473094056224707,0.0,0.0,0.7379987899081613,0.13908531063563856,1
0.10259559589620437,0.049661399548532735,0.0005045562651443177,0.006477020037295608,0.0,0.0,0.7379075199744278,0.12060175625733655,1
0.10459250096259876,0.049661399548532735,0.0003072096614386774,0.005487643708124282,0.0,0.0,0.7379289989088207,0.12096311001201926,1
0.08414110753340553,0.029345372460496615,0.0005716948004256175,0.005470669114241444,0.0,0.0,0.7378188976176787,0.13721695025233244,1
0.08595988601844251,0.03160270880361174,0.0004781077512456232,0.006377597415981824,0.0,0.0,0.7379207236770071,0.14127278067185733,1
0.08571624434889946,0.006772009029345372,0.00028076114753998287,0.005703463544634694,0.0,0.0,0.7377881397339152,0.11855740359619449,1
0.08597612832988011,0.016930022573363433,0.00021158811118955276,0.005773786862149324,0.0,0.0,0.7377749857510949,0.14060016868009906,1
0.08603321785021922,0.019187358916478554,0.0005839018068403996,0.01971235338194534,0.0,0.0,0.7377480438585664,0.09681473702348636,1
0.08287495252614141,0.024830699774266368,0.00019734660370564032,0.005388221086810498,0.0,0.0,0.7377374380132125,0.13371033566613788,1
0.09918556774686493,0.011286681715575621,0.000563556796149097,0.005446419694408813,0.0,0.0,0.737637945674912,0.12624140454966626,1
0.0941357344494187,0.02708803611738149,0.0003112786635769381,0.006384872241931613,0.0,0.0,0.7376311558208002,0.1333853469725394,1
0.09439800824054823,0.011286681715575621,0.00021565711332781345,0.0054173203906096555,0.0,0.0,0.7376419760825925,0.12887187680845552,1
0.08462535025020834,0.048532731376975176,0.0007446273913016936,0.005645264937036383,0.0,0.0,0.7376071846836609,0.110172044155535,1
0.0949526506355336,0.029345372460496615,0.0003112786635769381,0.006394572009864666,0.0,0.0,0.7375590311004316,0.1313944340556431,1
0.08693755630071687,0.009029345372460498,0.0003641756913743263,0.005499768418040597,0.0,0.0,0.7375291184525139,0.12113291169991852,1
0.08332688207057748,0.029345372460496615,0.00028483014967824356,0.0054439947524255496,0.0,0.0,0.7375113001351252,0.13679992650843648,1
0.08469461975463055,0.020316027088036117,0.000948077498214725,0.054590293927217794,0.0,0.0,0.7364588851772993,0.08845645005288982,1
0.09633830314822944,0.022573363431151242,0.00024820913043389816,0.005410045564659866,0.0,0.0,0.7374675995774993,0.13964524333850048,1
0.09267531901804871,0.039503386004514675,0.000368244693512587,0.00550946818597365,0.0,0.0,0.7374586873113174,0.1299823322841942,1
0.07330174396203182,0.02144469525959368,0.0006998683677808277,0.05248544428574547,0.0,0.0,0.7374168978567965,0.07715663454474642,1
0.07454431577690279,0.044018058690744925,0.0004191072202408448,0.005451269578375339,0.0,0.0,0.7373704378527393,0.11972697986245351,1
0.07756595254065912,0.050790067720090294,0.0004333487277247564,0.005460969346308391,0.0,0.0,0.7373025548490162,0.10393669133408029,1
0.08418512132822942,0.023702031602708805,0.000948077498214725,0.005567666793571964,0.0,0.0,0.7371754835838189,0.12840085538026125,1
0.10129688978525575,0.024830699774266368,0.0004597972416234509,0.00638244729994835,0.0,0.0,0.7371479077644096,0.14028382229106018,1
0.1089536875472148,0.013544018058690745,0.00035807218816693524,0.005516743011923439,0.0,0.0,0.7371322087515964,0.1304627150012388,1
0.09636959461552497,0.053047404063205426,0.000396727708480411,0.005051154151136935,0.0,0.0,0.737187577914348,0.0919514092999894,1
0.07462720335028594,0.022573363431151242,0.0003031406593004167,0.006256350316818669,0.0,0.0,0.7372580059480569,0.14084509961799757,1
0.07541450058631005,0.03837471783295711,0.0006795233570895242,0.005550692199689122,0.0,0.0,0.7372024254763474,0.12848261444311243,1
0.07544913708801637,0.039503386004514675,0.0004007967106186717,0.005662239530919225,0.0,0.0,0.8673450384534718,0.09136674241821069,1
0.08715826908899116,0.02708803611738149,0.0006774888560203939,0.019045494336547997,0.0,0.0,0.981141175535484,0.03086956940850427,1
0.02806847415601066,0.011286681715575621,0.0003234856699917202,0.005788336514048902,0.0,0.0,0.9811502991106238,0.04751973810428556,1
0.016745826591086033,0.01580135440180587,0.0006083158196699637,0.005545842315722596,0.0,0.0,0.9810860207891778,0.05671540994330848,1
0.02754177819391046,0.05417607223476298,0.0004923492587295356,0.006278174794668037,0.0,0.0,0.9808887327992437,0.036014205322895676,1
0.016114745261231356,0.034988713318284424,0.00029296815395476496,0.005431870042509234,0.0,0.0,0.9808575491900626,0.05951759116947175,1
0.014816994374544645,0.045146726862302484,0.00018107059515259753,0.005412470506643129,0.0,0.0,0.9809441019619953,0.051011099287825656,1
0.0,0.0056433408577878106,0.00047607325017649284,0.006341223286232878,0.0,0.0,0.9809247951594244,0.03906573081752607,1
0.019718015628595875,0.018058690744920995,0.0004740387491073625,0.005577366561505016,0.0,0.0,0.9809581011806614,0.0576020176377573,1
0.01865076770411722,0.02708803611738149,0.0003031406593004167,0.005412470506643129,0.0,0.0,0.9808246688942432,0.054658481820866855,1
0.010226022120663814,0.02144469525959368,0.0003804516999273682,0.006346073170199404,0.0,0.0,0.9808853394259245,0.0604412941783955,1
0.02601973505221089,0.02708803611738149,0.0004089347148951931,0.005453694520358602,0.0,0.0,0.9806759602129347,0.055610050040554415,1
0.041980654217421254,0.024830699774266368,0.0006408678367760485,0.005470669114241444,0.0,0.0,0.9806564421014059,0.06060546931703714,1
0.06356372247339781,0.024830699774266368,0.000982664016389941,0.053559693584331,0.0,0.0,0.9804994612957643,0.016157332614646247,1
0.07340350158831921,0.023702031602708805,0.0004333487277247564,0.0054415698104422865,0.0,0.0,0.9806303485521966,0.08280911846318412,1
0.0644152716622286,0.0417607223476298,0.00030517516036954705,0.005451269578375339,0.0,0.0,0.9804602137637488,0.07089086399497085,1
0.06601327437717197,0.010158013544018058,0.0011128720848142815,0.05316442804105912,0.0,0.0,0.9804812172529722,0.0031072036273452897,1
0.07068665834179999,0.024830699774266368,0.000897214971486468,0.0058441101796639534,0.0,0.0,0.9804050590174427,0.06444630920346417,1
0.07342189227959794,0.009029345372460498,0.0006673163506747421,0.005492493592090808,0.0,0.0,0.9802120127441469,0.06497105386293578,1
0.06881181204149511,0.048532731376975176,0.0005655912972182273,0.006804387205036119,0.0,0.0,0.9801963168388141,0.06806657857188514,1
0.08545636036791926,0.08690744920993229,0.000988767519597332,0.0056064658653041735,0.0,0.0,0.9801997102121334,-0.02533066784665372,-1
0.09250476774997463,0.03047404063205418,0.0005350737811812721,0.005514318069940176,0.0,0.0,0.9800484565008389,0.08543832300429782,1
0.07491264745299198,0.03047404063205418,0.00039876220954954134,0.006278174794668037,0.0,0.0,0.9799364472140866,0.08154496844157155,1
0.06922623941144002,0.012415349887133184,0.0006591783463982207,0.005618590575220489,0.0,0.0,0.9798838374977663,0.055812818480546866,1
0.07256938786650569,0.03160270880361174,0.00022786411974259554,0.005853809947597002,0.0,0.0,0.979961266694545,0.0926894160997968,1
0.0964405366371528,0.055304740406320545,0.009206117337814663,0.031141104949064094,0.0,0.0,0.9778017077580046,-0.08524692287139246,-1
0.07823931216631275,0.011286681715575621,0.00026855414112520164,0.005453694520358602,0.0,0.0,0.9777096392006968,0.06835872704334894,1
0.07849990994124667,0.020316027088036117,0.00023193312188085537,0.005514318069940176,0.0,0.0,0.9778939876242703,0.08591356934555938,1
0.08214235500030753,0.03611738148984199,0.000299071657162156,0.006314548924416984,0.0,0.0,0.9778691650363243,0.08587505908980875,1
0.06244201626903667,0.028216704288939055,0.00038248620099649855,0.00560404092332091,0.0,0.0,0.9778553771266161,0.07202300478893198,1
0.0751928325737743,0.02595936794582393,0.0002583816357795499,0.005451269578375339,0.0,0.0,0.9777403970844603,0.07883862405452569,1
0.07508749548074833,0.022573363431151242,0.0010050435281503747,0.01924676452115883,0.0,0.0,0.9777266091747521,0.02311033839005927,1
0.06443796611116959,0.029345372460496615,0.0006367988346377878,0.0059338330330446845,0.0,0.0,0.9776678466386954,0.07402051383854863,1
0.0755270071097831,0.02595936794582393,0.0010050435281503747,0.005870784541479844,0.0,0.0,0.9776158739567364,0.06771237132616292,1
0.07229349950540565,0.016930022573363433,0.0005879708089786603,0.006409121661764241,0.0,0.0,0.9773725516881484,0.0838660761970037,1
0.09461035844279575,0.011286681715575621,0.0004048657127569324,0.005989606698659736,0.0,0.0,0.9773937664863297,0.06640744739127452,1
0.11316797253695965,0.016930022573363433,0.0004821767533838839,0.005543417373739333,0.0,0.0,0.9772299958265904,0.07715094782782056,1
0.11255982358736416,0.012415349887133184,0.0012613906628607934,0.010090183592357554,0.0,0.0,0.9906133327738189,0.008793489085100359,1
0.10723338463587417,0.011286681715575621,0.00033772717747563175,0.005521592895889965,0.0,0.0,1.0,0.07516085771018216,1
0.10848408110545416,0.028216704288939055,0.0008707664575877735,0.005691338834718378,0.0,0.0,0.9999238417644705,0.07784529540054025,1
0.11166862034521108,0.033860045146726865,0.00032552017106085053,0.0063606228220989824,0.0,0.0,0.9998347439625519,0.09138942490962193,1
0.11852474423249326,0.010158013544018058,0.0011535621061968867,0.00601628106047563,0.0,0.0,0.9996898543799659,0.06119175924632725,1
0.12934912162982837,0.010158013544018058,0.00023600212401911607,0.0054415698104422865,0.0,0.0,0.9995617234624774,0.0802821755345221,1
0.08301946431086416,0.03047404063205418,0.0009867330185282016,0.006787412611153277,0.0,0.0,0.9995131441538518,0.07732019052350286,1
0.05811737663464989,0.045146726862302484,0.0009908020206664623,0.005507043243990387,0.0,0.0,0.9994511995534197,0.05008633921632211,1
0.07435203228212961,0.03724604966139955,0.0003519686849595442,0.005473094056224707,0.0,0.0,0.9994301991716839,0.08892301466398694,1
0.08382682475537218,0.007900677200902935,0.0003478996828212835,0.006355772938132456,0.0,0.0,0.9993663434681537,0.0723271131893875,1
0.05049186684099638,0.033860045146726865,0.0003763826977891075,0.00557251667753849,0.0,0.0,0.9992997345331673,0.06518326277718356,1
0.05034568253906846,0.05756207674943568,0.0002095536101204224,0.005494918534074071,0.0,0.0,0.9993273103525837,0.041597431545022046,1
0.07578068038356811,0.007900677200902935,0.004585765409819724,0.012975864552440583,0.0,0.0,0.9987034144302527,-0.02473121072018747,-1
0.058851167316063435,0.039503386004514675,0.00030110615823128635,0.005485218766141019,0.0,0.0,0.9981955582023545,0.07529317030944604,1
0.0689589515676845,0.02595936794582393,0.0005798328047021389,0.005497343476057334,0.0,0.0,0.9981272494732281,0.08568068215026459,1
0.06595523313156093,0.03047404063205418,0.00043945223093214743,0.009893763291713247,0.0,0.0,0.9981185516234916,0.05243543688070351,1
0.08911480630810953,0.016930022573363433,0.00021158811118955276,0.005521592895889965,0.0,0.0,0.998094154760949,0.09078552215099517,1
0.06919232370166739,0.03837471783295711,0.00023803662508824642,0.005519167953906702,0.0,0.0,0.9980935177265877,0.08375290775059735,1
0.08550293892239047,0.018058690744920995,0.0006022123164625727,0.010141107374006076,0.0,0.0,0.9980190592851983,0.059959653976191296,1
0.09201820170383268,0.010158013544018058,0.00034993418389041384,0.005608890807287437,0.0,0.0,0.9979866016072805,0.07347522734546658,1
0.11304710692644981,0.010158013544018058,0.0003885897042038896,0.00550219336002386,0.0,0.0,0.9979244456979046,0.07716212210695894,1
0.10908745043475143,0.020316027088036117,0.0005411772843886631,0.00648671980522866,0.0,0.0,0.9978958071187236,0.1020945032025462,1
0.12136890172803616,0.0327313769751693,0.0005187977726282302,0.005591916213404595,0.0,0.0,0.9979257166591537,0.09660497103993337,1
0.10799417002490097,0.02595936794582393,0.00028076114753998287,0.005621015517203752,0.0,0.0,0.9979038679340846,0.09278676549816056,1
0.112594935951706,0.028216704288939055,0.00104573354953298,0.05361304230796279,0.0,0.0,0.9976758189528852,0.03478400224588385,1
0.11056124600376416,0.012415349887133184,0.000500487263006057,0.005802886165948481,0.0,0.0,0.9975865098420229,0.07955072812595981,1
0.13658623653890922,0.019187358916478554,0.0006795233570895242,0.005538567489772807,0.0,0.0,0.997453285757075,0.09556395280780627,1
0.1381579618391826,0.011286681715575621,0.0010823545687773262,0.05380946260860709,0.0,0.0,0.9975224428295348,0.02856983730742113,1
0.1238700497378975,0.024830699774266368,0.00017089808980694666,0.005378521318877446,0.0,0.0,0.9974670767742708,0.0965640595872711,1
0.13653320584693418,0.020316027088036117,0.00035807218816693524,0.005458544404325128,0.0,0.0,0.9975442946620916,0.09930041555061175,1
0.11799948285628048,0.02708803611738149,0.00045776274055432057,0.00645519555944624,0.0,0.0,0.9975372934990219,0.09572679584518146,1
0.10663598458346435,0.04627539503386005,0.00024820913043389816,0.005521592895889965,0.0,0.0,0.9974070401694632,0.09016816712356501,1
0.12768089418620132,0.04288939051918736,0.0005065907662134481,0.005671939298852274,0.0,0.0,0.9974443703834197,0.09261791663025187,1
0.12654939430891599,0.023702031602708805,0.0005310047790430114,0.006440645907546661,0.0,0.0,0.9973610058908093,0.10477464012284865,1
0.1338709398459561,0.010158013544018058,0.0002176916143969438,0.0055797915034882795,0.0,0.0,0.9973809497277557,0.08613218456546234,1
0.11778068051653001,0.02595936794582393,0.0003397616785447621,0.005659814588935962,0.0,0.0,0.9973904959208113,0.0829840944453552,1
